DATE,pair_trading,t_strategy,combined
2019-04-01,4.2098075646226265,0.04517135248695062,4.26509523401574
2019-04-02,4.13120544967274,0.04517135248695062,4.1864931190658545
2019-04-03,4.17779315670802,0.04517135248695062,4.233080826101135
2019-04-04,4.24422143804482,0.04517135248695062,4.299509107437936
2019-04-05,4.262872764806868,0.04517135248695062,4.3181604341999815
2019-04-08,4.333047753150804,0.04517135248695062,4.388335422543918
2019-04-09,4.346542311110233,0.04517135248695062,4.401829980503347
2019-04-10,4.367396791234586,0.04517135248695062,4.4226844606277025
2019-04-11,4.370471909821757,0.04517135248695062,4.42575957921487
2019-04-12,4.3854858553904466,0.04517135248695062,4.44077352478356
2019-04-15,4.389151631228511,0.04517135248695062,4.4444393006216245
2019-04-16,4.381341834301126,0.04517135248695062,4.43662950369424
2019-04-17,4.375437715033038,0.04517135248695062,4.430725384426151
2019-04-18,4.363046087920839,0.04517135248695062,4.418344473991781
2019-04-19,4.360130389400019,0.04517135248695062,4.415432349452377
2019-04-22,4.359658061145139,0.04517135248695062,4.415245361197498
2019-04-23,4.358168850990395,0.04517135248695062,4.414040231042753
2019-04-24,4.473244505937284,0.04517135248695062,4.529133505172865
2019-04-25,4.507731870107025,0.04517135248695062,4.563620869342607
2019-04-26,4.516604335628038,0.04517135248695062,4.572496919253601
2019-04-29,4.470008717023182,0.04517135248695062,4.525901300648744
2019-04-30,4.456048507958578,0.04517135248695062,4.51194109158414
2019-05-01,4.493260928410998,0.04497135248695066,4.549057103184383
2019-05-02,4.524597770031001,0.04485597162193738,4.580278563939373
2019-05-03,4.509787261792274,0.04428636932378204,4.564898453402491
2019-05-06,4.509478041575623,0.04633561439180219,4.566638478253857
2019-05-07,4.469835307705321,0.045317349920379245,4.525977479912136
2019-05-08,4.450702009211866,0.04708543874425541,4.508612270242557
2019-05-09,4.397271632760514,0.048270969078902846,4.456367424125853
2019-05-10,4.411872907892569,0.04879817675679487,4.471499545118524
2019-05-13,4.408536083896627,0.053015874097238035,4.472380418463029
2019-05-14,4.454999250589974,0.05170658068923225,4.517534291748368
2019-05-15,4.447997422827721,0.05272201384161478,4.511547897138497
2019-05-16,4.405704652725311,0.05406825440409293,4.470601367598565
2019-05-17,4.329692677775726,0.05495865917912273,4.395479797424009
2019-05-20,4.27702393205859,0.05374060691722179,4.341592999444972
2019-05-21,4.341498273433767,0.05480170159421526,4.407128435497143
2019-05-22,4.294731004153621,0.05555757425084775,4.361117038873626
2019-05-23,4.183418528312792,0.056248806898813945,4.2504957956807665
2019-05-24,4.327820689311384,0.0550695144756384,4.393718664256183
2019-05-27,4.267990628925465,0.05470548341595332,4.333524572810577
2019-05-28,4.290018796701956,0.05298637509663725,4.353833632267752
2019-05-29,4.323570080552355,0.053804769346220825,4.388203310367735
2019-05-30,4.282935286112852,0.05388310122468889,4.347646847806697
2019-05-31,4.169820456779678,0.05456237056784118,4.2352112878166785
2019-06-03,4.081141728005351,0.05454142203734705,4.146611983825921
2019-06-04,4.1302374270546585,0.05372517689212236,4.194891437730005
2019-06-05,4.153863597987096,0.05230340375277917,4.217095835523097
2019-06-06,4.134650192400592,0.053377404336615364,4.198956430520435
2019-06-07,4.146989135058469,0.052093486507126585,4.210011455348818
2019-06-10,4.096604257591278,0.0531863252563235,4.160719416630825
2019-06-11,4.205636151058887,0.05410971530363384,4.270674700145748
